--------- beginning of system
01-30 13:43:53.871   772   772 W wificond: Scheduled scan is not running!
01-30 15:38:30.990  2670  2891 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-30 15:38:30.995  2670  2891 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-30 15:38:31.026   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:31.030   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:31.030   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 3
01-30 15:38:31.032   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:31.035   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:31.037   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:31.039   909  3596 I chatty  : uid=1021(gps) lowi-server expire 94 lines
01-30 15:38:31.040   492  3676 V WifiHAL : event received NL80211_CMD_TRIGGER_SCAN
01-30 15:38:31.042   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:31.048   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:31.600   492  3676 V WifiHAL : event received NL80211_CMD_NEW_SCAN_RESULTS
01-30 15:38:31.601  1089  2461 I chatty  : uid=1000(system) Binder:1089_C expire 11 lines
01-30 15:38:31.616   909   961 I chatty  : uid=1021(gps) lowi-server expire 7 lines
01-30 15:38:31.669  1089  1189 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.net.wifi.SCAN_RESULTS flg=0x4000010 (has extras) } to com.jio.myjio/.jionet.receiver.WifiScanReceiver
01-30 15:38:31.747  2670  1448 I FrewleTileCacheManagerV: Fetched 6 AP models from cache [CONTEXT service_id=6 ]
01-30 15:38:31.889   483   565 I chatty  : uid=1021(gps) LocApiMsgTask expire 2 lines
01-30 15:38:31.891   483   951 I chatty  : uid=1021(gps) LocApiMsgTask expire 2 lines
01-30 15:38:32.781  1089  2461 D CompatibilityChangeReporter: Compat change id reported: 135634846; UID 10127; state: DISABLED
01-30 15:38:32.782  1089  1190 D CompatibilityChangeReporter: Compat change id reported: 143937733; UID 10127; state: ENABLED
01-30 15:38:32.809   396   396 D Zygote  : Forked child process 666
01-30 15:38:32.814  1089  1190 I ActivityManager: Start proc 666:com.google.android.gms/u0a127 for service {com.google.android.gms/com.google.android.gms.ads.identifier.service.AdvertisingIdService}
01-30 15:38:32.829   666   666 I Zygote  : seccomp disabled by setenforce 0
01-30 15:38:32.979  2087  2114 I adbd    : jdwp connection from 666
01-30 15:38:33.189   666   666 W gle.android.gm: JIT profile information will not be recorded: profile file does not exist.
01-30 15:38:33.189   666   666 W gle.android.gm: JIT profile information will not be recorded: profile file does not exist.
01-30 15:38:33.196   725   725 I chatty  : uid=1000(system) expire 34 lines
01-30 15:38:33.346   666   666 I Perf    : Connecting to perf service.
01-30 15:38:33.377   666   666 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: false
01-30 15:38:33.402   666   666 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: false
01-30 15:38:33.455   725   733 I chatty  : uid=1000(system) expire 1 line
01-30 15:38:33.456   725   725 D improveTouch: [DSPTouchProcessor:807] deInit: E
01-30 15:38:33.456   725   725 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:38:33.456   725   725 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:38:33.456   725   725 E improveTouch: [TouchServer:83] delete event injector
01-30 15:38:33.456   725   725 E improveTouch: [TouchServer:87] delete config management
01-30 15:38:33.458   725   725 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:38:33.458   725   725 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:38:33.768   666   666 W ProviderHelper: Unknown dynamite feature providerinstaller.dynamite
01-30 15:38:33.769   666   666 I DynamiteModule: Considering local module com.google.android.gms.providerinstaller.dynamite:1 and remote module com.google.android.gms.providerinstaller.dynamite:0
01-30 15:38:33.769   666   666 I DynamiteModule: Selected local version of com.google.android.gms.providerinstaller.dynamite
01-30 15:38:33.795   666   666 V NativeCrypto: Registering com/google/android/gms/org/conscrypt/NativeCrypto's 329 native methods...
01-30 15:38:33.854   666   666 I ProviderInstaller: Installed default security provider GmsCore_OpenSSL
01-30 15:38:33.880   666   666 I GmsApplication: [gms_startup_benchmark] Static start time (ms): 692535825, Startup latency (ms): 445, Is system user: true
01-30 15:38:33.887   666   750 I Watchcat: Started
01-30 15:38:33.908   666   750 I GMS_MM_Logger: Start time: 225753
01-30 15:38:33.909   666   750 I GMS_MM_Logger: Started.
01-30 15:38:33.960   666   722 I DynamiteModule: Considering local module com.google.android.gms.googlecertificates:7 and remote module com.google.android.gms.googlecertificates:0
01-30 15:38:33.960   666   722 I DynamiteModule: Selected local version of com.google.android.gms.googlecertificates
01-30 15:38:34.062  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 9 lines
01-30 15:38:34.079   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:38:34.099   295   295 E libprocessgroup: set_timerslack_ns write failed: No such process
01-30 15:38:34.101   295   295 I lowmemorykiller: Kill 'com.google.android.gms' (666), uid 10127, oom_adj 905 to free 50004kB
01-30 15:38:34.197  1577  2174 W ProcessReaper: Memory state is: 200
01-30 15:38:34.234  1089  1816 I ActivityManager: Process com.google.android.gms (pid 666) has died: cch+5 CEM 
01-30 15:38:34.237   396   396 I Zygote  : Process 666 exited due to signal 9 (Killed)
01-30 15:38:34.280  1577  1577 I AppBase : AppBase.onTrimMemory():786 onTrimMemory(): 15
01-30 15:38:34.281  1577  1577 I GoogleInputMethodService: GoogleInputMethodService.onTrimMemory():4569 onTrimMemory(): 15
01-30 15:38:35.667  1089   774 I ActivityManager: Low on memory:
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??   33729: surfaceflinger (   23,468K memtrack) (pid 504) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??   22902: zygote (pid 396) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??   18279: android.hardware.camera.provider@2.4-service (pid 482) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??   12107: mediaserver (pid 757) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??   11272: android.hardware.audio.service (pid 480) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    7292: media.extractor (pid 744) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    6230: qcrild (pid 987) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    5756: audioserver (pid 502) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    4574: media.swcodec (pid 882) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    3533: cameraserver (pid 723) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    3188: netmgrd (pid 846) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    3026: init (pid 1) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    2939: android.hardware.graphics.composer@2.1-service (pid 484) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    2493: media.metrics (pid 752) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    2484: media.codec (pid 787) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    2391: android.hardware.gnss@2.1-service-qti (pid 483) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    2232: netd (pid 395) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    2124: cnd (pid 790) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1990: vendor.qti.hardware.perf@2.2-service (pid 495) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1944: ims_rtp_daemon (pid 1075) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1864: android.hardware.sensors@1.0-service (pid 491) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1862: imsdatadaemon (pid 939) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1764: ueventd (pid 280) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1729: imsrcsd (pid 1006) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1627: statsd (pid 394) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1614: logd (pid 294) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1602: installd (pid 734) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1547: android.hardware.bluetooth@1.0-service-qti-lazy (pid 3020) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1525: lowi-server (pid 909) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1481: vold (pid 331) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1405: xtra-daemon (pid 910) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1357: init (pid 277) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1339: thermal-engine (pid 2036) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1268: vendor.qti.hardware.display.allocator-service (pid 493) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1213: storaged (pid 767) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1161: qseecomd (pid 344) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1154: wificond (pid 772) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1132: sensors.qti (pid 522) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1120: android.hardware.wifi@1.0-service (pid 492) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1090: keystore (pid 737) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1085: gpuservice (pid 503) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1080: perfservice (pid 776) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1080: qti (pid 1022) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1017: adbd (pid 2087) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    1013: hwservicemanager (pid 297) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     971: gatekeeperd (pid 890) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     969: android.hardware.power-service (pid 490) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     962: drmserver (pid 724) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     955: imsqmidaemon (pid 805) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     926: servicemanager (pid 296) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     918: android.hardware.keymaster@4.1-service-qti (pid 306) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     897: android.hardware.health@2.1-service (pid 487) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     870: incidentd (pid 732) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     869: vendor.qti.hardware.vibrator.service (pid 496) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     864: pm-service (pid 501) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     847: android.hardware.lights-service.qti (pid 488) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     842: android.hardware.gatekeeper@1.0-service-qti (pid 358) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     842: adsprpcd (pid 869) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     836: lmkd (pid 295) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     836: android.system.suspend@1.0-service (pid 356) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     826: vendor.qti.hardware.qseecom@1.0-service (pid 309) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     818: port-bridge (pid 848) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     811: dspservice (pid 494) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     802: time_daemon (pid 389) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     789: loc_launcher (pid 886) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     784: vndservicemanager (pid 298) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     776: android.hardware.memtrack@1.0-service (pid 489) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     773: android.hardware.atrace@1.0-service (pid 357) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     773: pm-proxy (pid 617) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     769: rmt_storage (pid 506) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     736: wcnss_service (pid 719) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     663: tftp_server (pid 507) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     584: android.hidl.allocator@1.0-service (pid 481) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     582: qrtr-ns (pid 618) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??     576: traced (pid 626) native
01-30 15:38:35.668  1089   774 I ActivityManager:   ntv   ??    2659: (Other native)
01-30 15:38:35.668  1089   774 I ActivityManager:   sys    PER    68603: system (    2,736K memtrack) (pid 1089) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   BFGS   53071: com.android.systemui (   14,912K memtrack) (pid 1482) pers-top-ui
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER    12670: com.android.phone (pid 1748) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER    12189: com.redbend.client (pid 2255) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER    10711: com.jio.adc.embedded (pid 2275) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER    10408: com.qualcomm.location (pid 2263) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER     5617: org.codeaurora.ims (pid 1727) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER     5297: .qtidataservices (pid 1680) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER     4581: com.qualcomm.qti.telephonyservice (pid 1705) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   pers   PER     4436: .dataservices (pid 1632) fixed
01-30 15:38:35.668  1089   774 I ActivityManager:   psvc   PER     8263: com.android.bluetooth (pid 811) service
01-30 15:38:35.668  1089   774 I ActivityManager:                        com.android.bluetooth/.gatt.GattService<=Proc{1089:system/1000}
01-30 15:38:35.668  1089   774 I ActivityManager:   psvc   PER     8216: com.android.providers.media.module (pid 2212) service
01-30 15:38:35.668  1089   774 I ActivityManager:                        com.android.providers.media.module/com.android.providers.media.fuse.ExternalStorageServiceImpl<=Proc{1089:system/1000}
01-30 15:38:35.668  1089   774 I ActivityManager:   fg     BFGS   19545: com.android.launcher3 (    1,320K memtrack) (pid 2132) service
01-30 15:38:35.668  1089   774 I ActivityManager:                        com.android.launcher3/com.android.quickstep.TouchInteractionService<=Proc{1482:com.android.systemui/u0a154}
01-30 15:38:35.668  1089   774 I ActivityManager:   vis    BFGS   46653: com.google.android.gms.persistent (pid 2670) service
